ID,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
5012,Graduation,Married,28691,1,0,5,4,13,8,0
5015,Master,Married,34529,1,0,68,6,38,3,6
5025,Graduation,Single,48526,1,0,23,17,23,43,20
5029,Graduation,Married,18100,0,0,3,1,2,4,3
5031,Graduation,Together,83145,0,0,777,35,731,39,137
5036,PhD,Single,42710,1,0,252,3,42,4,3
5043,Basic,Married,26997,0,0,7,23,78,133,49
5046,Graduation,Divorced,78331,0,1,756,138,354,160,169
5048,PhD,Single,42767,2,0,20,6,43,19,5
5049,PhD,Together,30351,1,0,14,0,24,3,3
5057,Master,Married,61794,0,1,264,47,188,54,47
5062,PhD,Married,54072,1,1,35,0,4,0,0
5063,Graduation,Single,28769,1,0,41,5,129,10,3
5067,Graduation,Together,80134,0,0,966,26,282,52,26
5068,Graduation,Single,22804,1,0,14,1,7,2,1
5074,Master,Married,28072,1,0,30,0,10,2,0
5077,Graduation,Together,77298,0,1,425,115,292,23,35
5080,Graduation,Single,70515,0,0,420,0,452,182,64
5081,2n Cycle,Together,47821,1,1,9,0,16,6,6
5084,Graduation,Widow,58330,0,1,445,53,213,104,98
5092,PhD,Widow,51569,0,1,380,0,47,6,0
5093,PhD,Divorced,25509,1,0,40,3,30,10,7
5107,PhD,Divorced,35860,1,1,15,0,8,4,2
5113,PhD,Divorced,86979,0,0,584,100,835,65,83
5114,Master,Married,74806,0,1,670,9,249,0,28
5117,2n Cycle,Married,32632,0,0,63,151,137,153,19
5120,2n Cycle,Together,66664,0,0,398,96,447,220,96
5121,Graduation,Single,56628,0,1,479,5,82,7,17
5123,Master,Married,27450,0,0,37,12,23,8,11
5125,Graduation,Married,79530,0,0,333,0,815,129,42
5136,Graduation,Single,65333,0,1,654,7,92,0,15
5138,Graduation,Together,28320,0,1,19,1,14,3,2
5140,PhD,Married,64355,1,0,1047,0,140,67,38
5147,Graduation,Single,90842,0,0,774,70,118,182,187
5150,Basic,Single,20194,1,0,0,4,7,11,10
5153,PhD,Married,77766,0,1,1004,59,265,115,59
5154,Master,Divorced,37760,1,0,26,3,13,2,10
5156,2n Cycle,Married,62466,0,1,129,129,259,168,121
5172,Master,Together,65104,0,1,738,0,232,13,20
5176,Graduation,Together,29604,1,0,7,6,13,7,6
5177,Master,Married,58494,0,1,298,7,68,4,0
5180,PhD,Divorced,50616,0,1,128,0,16,0,1
5181,Basic,Single,24367,1,0,2,4,2,0,11
5184,Graduation,Single,34824,0,0,4,2,11,2,0
5185,Graduation,Married,74268,0,0,199,66,315,97,174
5186,PhD,Married,58482,0,1,576,7,115,19,7
5204,Graduation,Together,74538,0,0,380,98,733,110,112
5207,PhD,Married,53378,1,1,489,6,152,8,6
5209,Graduation,Divorced,50002,0,1,443,5,71,21,16
5221,Graduation,Married,52852,0,1,714,8,99,11,0
5223,Master,Together,45903,0,1,33,8,10,2,10
5229,PhD,Together,54132,0,1,30,1,8,0,0
5231,2n Cycle,Married,45894,0,2,27,2,7,0,2
5232,Graduation,Married,69139,0,1,86,12,75,33,15
5234,2n Cycle,Together,30753,1,1,12,5,25,0,9
5236,Graduation,Together,77568,0,1,1230,0,396,232,178
5237,PhD,Single,48767,1,2,28,1,21,3,0
5247,PhD,Married,38725,1,1,31,0,6,2,1
5252,Graduation,Divorced,23910,1,0,16,12,18,7,1
5253,Master,Together,54603,1,1,145,13,46,17,2
5263,2n Cycle,Married,31056,1,0,5,10,13,3,8
5267,Graduation,Divorced,33986,1,0,16,2,18,2,1
5268,Graduation,Married,29440,1,1,17,8,14,10,4
5272,Master,Married,53843,0,1,378,0,88,19,4
5278,Graduation,Married,82224,0,0,307,26,360,138,31
5283,PhD,Single,42473,1,1,93,1,21,0,4
5286,Master,Single,41020,0,0,112,1,54,7,7
5287,Graduation,Married,34961,1,0,45,2,26,4,1
5289,2n Cycle,Single,41658,1,1,8,4,12,15,4
5290,PhD,Married,41551,1,1,220,0,33,3,0
5294,Graduation,Single,18358,1,0,6,8,19,16,4
5299,PhD,Married,69084,1,0,1181,107,199,39,30
5300,Master,Married,38961,1,0,19,7,19,0,1
5302,Graduation,Together,78394,0,0,298,27,697,216,24
5303,PhD,Together,79632,0,0,471,0,510,99,21
5304,PhD,Single,30899,1,0,24,0,8,0,0
5313,Master,Married,38196,1,1,30,0,11,0,0
5314,Graduation,Together,40689,0,1,270,3,27,39,6
5316,Master,Together,21024,0,0,36,4,18,6,2
5320,Master,Divorced,44051,1,1,79,7,58,6,3
5324,PhD,Married,58293,1,0,173,43,118,46,27
5329,PhD,Divorced,35946,1,1,8,0,3,0,0
5331,Graduation,Married,74985,0,0,587,51,898,247,0
5332,2n Cycle,Married,82504,0,0,362,50,431,134,35
5336,Master,Together,157733,1,0,39,1,9,2,0
5341,2n Cycle,Divorced,81975,0,1,983,76,184,180,138
5342,Basic,Divorced,9548,1,0,0,1,3,10,6
5346,2n Cycle,Married,23559,1,0,25,5,19,7,0
5350,Master,Single,90638,0,0,1156,120,915,94,144
5370,PhD,Married,32644,1,0,239,3,141,0,7
5371,Graduation,Single,21474,1,0,6,16,24,11,0
5376,Graduation,Married,2447,1,0,1,1,1725,1,1
5386,Graduation,Together,94384,0,0,1111,24,790,160,45
5389,Graduation,Married,48920,0,2,238,17,68,8,10
5393,Graduation,Single,23763,1,0,22,0,6,6,2
5394,Basic,Single,16014,1,1,3,9,4,7,8
5396,Graduation,Married,68487,0,0,758,12,385,33,89
5407,Graduation,Together,53103,0,1,729,17,133,11,0
5423,Graduation,Together,28359,1,0,6,0,5,2,1
5424,Graduation,Married,39922,1,0,29,12,59,19,1
5429,PhD,Married,45579,0,1,145,1,33,2,1
5430,Graduation,Together,54450,1,1,454,0,171,8,19
5441,PhD,Widow,54111,0,1,267,6,54,8,3
5453,Master,Married,90226,0,0,1083,108,649,253,151
5454,Master,Married,45057,1,0,37,0,7,3,0
5455,PhD,Married,32011,1,0,99,0,15,2,1
5462,Graduation,Married,67445,0,1,757,80,217,29,80
5474,Graduation,Single,43020,1,0,45,7,99,4,25
5491,Master,Together,47352,0,1,172,12,112,8,0
5493,Graduation,Married,39356,1,1,15,0,2,0,0
5510,Master,Married,43263,0,1,262,6,61,0,10
5512,Master,Married,55842,0,1,451,0,39,0,4
5513,Graduation,Together,37758,1,1,27,2,10,0,0
5517,Graduation,Married,25293,1,0,15,0,11,0,2
5519,Graduation,Together,64090,0,1,316,58,161,76,51
5524,Graduation,Single,58138,0,0,635,88,546,172,88
5527,Graduation,Together,22434,1,0,4,12,11,3,13
5529,PhD,Together,64014,2,1,406,0,30,0,0
5534,Master,Married,47808,0,1,123,1,26,2,0
5536,Graduation,Together,87771,0,1,1492,38,287,50,57
5538,Graduation,Divorced,83829,0,0,897,161,430,186,161
5543,Graduation,Together,57811,0,1,545,7,114,37,21
5544,Graduation,Single,67384,0,1,957,40,175,158,53
5545,PhD,Married,78075,0,0,572,8,259,34,35
5547,PhD,Married,84169,0,0,1478,19,403,0,19
5552,Master,Divorced,48721,1,1,81,18,113,47,13
5555,Graduation,Divorced,153924,0,0,1,1,1,1,1
5558,PhD,Single,90933,0,0,1020,31,430,62,63
5562,Graduation,Married,60093,0,1,502,12,109,16,6
5564,Graduation,Together,62882,0,1,509,133,497,78,24
5577,Graduation,Together,43776,1,0,8,0,9,2,1
5585,Graduation,Single,21359,1,0,12,2,17,6,1
5589,Graduation,Divorced,51983,0,1,631,0,115,10,7
5596,2n Cycle,Together,58821,0,1,513,14,154,19,0
5602,PhD,Together,66973,0,0,466,22,432,147,113
5610,Graduation,Together,33456,1,1,7,3,10,8,1
5621,Graduation,Married,48752,1,1,73,57,100,71,15
5623,Master,Married,31535,1,0,15,4,13,0,0
5626,PhD,Single,61798,0,0,338,4,89,11,8
5628,Graduation,Together,61416,0,0,848,154,323,201,61
5631,Graduation,Single,49767,0,0,202,47,197,55,42
5633,Graduation,Married,50183,1,1,97,12,84,13,10
5636,Graduation,Single,30983,0,0,51,4,50,12,1
5642,Master,Together,62499,1,0,140,4,61,0,13
5644,Graduation,Together,42213,0,1,309,3,24,4,3
5654,Graduation,Married,36026,2,1,20,4,10,6,4
5667,PhD,Married,60896,0,1,1013,30,399,60,46
5675,PhD,Divorced,50611,0,1,459,0,24,6,0
5680,2n Cycle,Married,35684,1,0,10,4,7,0,6
5682,PhD,Single,64108,0,1,948,10,86,13,21
5684,Master,Divorced,44635,1,1,56,0,9,0,0
5687,Graduation,Divorced,81702,0,0,563,50,774,28,31
5692,Basic,Married,25443,1,0,1,4,3,8,9
5710,Graduation,Together,40548,0,1,110,0,5,2,0
5718,Graduation,Married,80763,0,0,674,168,108,192,42
5721,PhD,Married,84117,0,0,611,76,749,59,45
5723,PhD,Together,49187,0,1,81,1,31,2,1
5726,Master,Single,31788,1,0,16,7,23,0,8
5731,Master,Married,27100,1,0,12,0,13,2,0
5734,PhD,Married,61917,1,1,46,4,36,2,2
5735,Master,Single,90638,0,0,1156,120,915,94,144
5740,2n Cycle,Divorced,25959,1,1,4,2,12,7,5
5748,Graduation,Married,59754,0,1,115,27,44,4,146
5751,2n Cycle,Divorced,31163,1,0,2,3,10,11,2
5756,Graduation,Together,39453,1,0,46,0,7,0,0
5758,Graduation,Married,65169,0,0,1074,0,69,0,0
5763,Master,Together,49854,1,0,123,17,171,39,0
5782,2n Cycle,Together,58582,0,1,402,35,106,101,77
5788,Graduation,Together,46053,1,0,56,10,92,19,7
5790,Graduation,Married,31158,1,0,25,6,16,20,0
5794,PhD,Married,46374,0,1,408,0,21,0,0
5796,Graduation,Married,77437,0,0,560,21,442,29,44
5802,Basic,Married,14188,0,0,2,7,11,16,12
5823,PhD,Single,32303,0,1,35,0,2,0,0
5824,PhD,Together,34578,2,1,7,0,1,0,0
5827,Graduation,Divorced,35246,1,1,36,0,12,2,2
5830,PhD,Single,86857,0,0,899,102,838,133,102
5831,Graduation,Married,77870,0,1,1017,50,500,65,50
5832,2n Cycle,Together,92556,0,0,493,183,352,184,23
5835,PhD,Divorced,14849,1,0,21,2,28,3,2
5837,Graduation,Married,51479,1,1,247,8,160,6,8
5841,Graduation,Together,60894,0,1,606,7,155,10,0
5846,Graduation,Divorced,40246,1,0,2,1,6,2,1
5847,Graduation,Divorced,69901,0,1,312,21,206,102,92
5848,Graduation,Together,81205,0,0,724,74,929,97,55
5863,Graduation,Married,47703,0,1,359,0,134,13,26
5866,Graduation,Together,48186,1,0,97,3,66,12,7
5868,Graduation,Married,19107,1,0,2,4,9,10,5
5871,Master,Together,24401,0,0,73,28,217,10,24
5872,Graduation,Single,60689,0,1,240,90,216,63,6
5883,Graduation,Married,77981,1,0,138,120,204,16,126
5885,2n Cycle,Married,35688,2,1,73,3,90,12,1
5892,Graduation,Married,34968,1,0,158,6,45,8,2
5896,Master,Married,73395,0,0,272,7,80,20,7
5899,PhD,Together,5648,1,1,28,0,6,1,1
5907,Master,Married,33444,1,1,8,0,8,0,0
5909,Graduation,Married,58512,0,1,895,10,101,13,0
5922,PhD,Married,40344,0,1,210,0,6,0,0
5929,PhD,Married,37401,1,0,19,3,19,3,1
5935,Master,Single,55284,0,1,547,7,140,0,7
5939,Graduation,Together,38232,1,1,43,5,28,7,6
5948,Graduation,Single,57338,0,1,143,6,52,11,8
5954,Master,Divorced,42618,1,0,76,14,74,13,5
5955,Graduation,Together,72025,0,0,833,33,549,151,133
5956,PhD,Divorced,45072,1,2,144,2,99,7,2
5959,Graduation,Single,35893,1,1,158,0,23,0,0
5961,Graduation,Married,42693,1,0,8,4,20,6,3
5966,PhD,Married,45207,1,1,203,0,10,0,0
5967,Graduation,Together,33402,1,1,26,2,19,10,5
5975,PhD,Single,40304,1,0,37,0,17,0,0
5985,Master,Single,33168,0,1,80,1,37,0,1
5987,2n Cycle,Together,10404,1,0,2,2,11,10,6
5989,2n Cycle,Divorced,78353,0,1,752,122,476,39,153
5991,Master,Married,48150,0,1,173,2,39,3,2
5995,Graduation,Divorced,39552,1,1,165,3,147,4,24
6001,Graduation,Married,56775,0,1,614,35,160,58,35
6019,PhD,Married,37126,1,0,45,3,9,4,4
6024,Graduation,Together,94384,0,0,1111,24,790,160,45
6036,Master,Together,89120,0,0,1168,92,408,72,129
6049,Master,Together,73450,0,0,1142,51,415,90,69
6050,2n Cycle,Married,57036,0,1,1171,43,219,19,14
6055,Graduation,Married,71626,0,0,546,72,376,94,145
6059,PhD,Together,64504,1,2,986,36,168,16,0
6071,Graduation,Single,81217,0,0,493,70,324,146,40
6072,Master,Single,75345,0,0,918,57,842,99,38
6086,Graduation,Married,80395,0,0,445,25,706,80,76
6097,Graduation,Single,50664,1,1,313,8,104,6,4
6103,Graduation,Married,42192,0,0,40,15,15,17,6
6116,2n Cycle,Married,48985,0,1,19,13,18,10,7
6119,PhD,Single,36736,1,1,10,0,3,0,0
6131,2n Cycle,Married,70829,1,1,141,70,106,72,19
6141,Master,Single,49494,1,0,191,9,97,0,6
6142,Master,Married,65073,0,0,629,17,177,69,0
6147,Graduation,Divorced,25818,1,0,5,2,8,2,2
6168,Graduation,Divorced,45146,1,1,33,0,5,0,0
6173,Graduation,Together,77298,0,1,425,115,292,23,35
6177,PhD,Married,33454,1,0,76,10,56,3,1
6181,2n Cycle,Together,52203,0,0,488,21,238,56,108
6182,Graduation,Together,26646,1,0,11,4,20,10,3
6183,Master,Married,58646,0,1,62,1,44,6,5
6184,PhD,Married,68462,0,0,561,64,785,84,128
6197,PhD,Single,27238,1,1,37,0,17,0,0
6200,Graduation,Married,75903,0,1,340,108,185,130,38
6201,Graduation,Single,38643,1,1,22,2,14,0,1
6202,Graduation,Together,63381,0,1,571,50,142,33,50
6203,Graduation,Together,74485,0,0,499,149,815,173,49
6205,Master,Single,32557,1,0,34,3,29,0,4
6211,PhD,Together,37395,1,0,18,0,9,0,1
6214,Master,Married,43815,1,0,14,10,29,4,7
6215,Graduation,Married,31353,1,1,10,0,10,3,1
6218,Graduation,Married,59594,0,1,457,4,29,0,0
6222,Graduation,Married,22574,2,1,25,0,8,2,0
6230,Graduation,Divorced,44421,1,1,110,5,59,7,1
6233,Graduation,Married,65991,0,1,507,19,364,25,47
6237,PhD,Single,7144,0,2,81,4,33,5,2
6245,PhD,Together,59292,0,1,378,14,68,19,14
6246,Graduation,Single,73892,0,0,703,102,601,0,58
6248,Master,Single,91712,0,0,1276,24,746,94,29
6250,PhD,Widow,54356,0,1,710,15,30,20,0
6255,Master,Together,70545,0,1,138,39,63,55,18
6257,Master,Single,60482,0,1,255,43,134,37,14
6260,Master,Together,82384,0,0,984,51,432,180,120
6261,Graduation,Married,58025,0,1,270,31,88,11,48
6262,Master,Single,72217,0,0,816,42,450,55,56
6263,Graduation,Together,35322,1,2,28,9,37,12,7
6271,PhD,Married,50870,0,1,53,0,8,0,0
6274,Master,Married,83790,0,0,1076,16,417,42,48
6281,Graduation,Divorced,55686,0,1,673,0,199,37,47
6283,Master,Divorced,63841,0,1,635,15,100,20,7
6287,Graduation,Together,34728,1,0,14,0,16,0,0
6289,Master,Together,59385,1,1,135,0,10,0,4
6292,PhD,Married,82333,0,0,1311,0,359,46,89
6295,Graduation,Married,54233,0,1,652,8,158,21,0
6299,PhD,Divorced,42564,0,1,324,48,186,39,18
6303,PhD,Together,91820,0,0,410,73,747,76,161
6310,Graduation,Married,33039,1,0,30,8,12,8,8
6312,Graduation,Married,65031,0,1,258,107,291,84,37
6318,Graduation,Married,68487,0,0,758,12,385,33,89
6320,Master,Single,70893,0,0,768,44,561,77,44
6327,Graduation,Together,65777,0,0,565,32,435,28,32
6336,Graduation,Married,29315,1,1,13,2,14,8,7
6340,Graduation,Single,29938,1,0,3,3,7,0,2
6343,Graduation,Married,79823,0,1,835,73,380,114,73
6347,Basic,Single,15862,1,0,1,1,4,11,9
6349,Master,Divorced,61787,0,0,621,73,414,78,48
6354,Graduation,Together,15345,1,0,5,2,16,3,2
6355,Graduation,Married,44359,1,1,20,0,14,7,3
6357,2n Cycle,Divorced,59052,0,1,230,35,75,63,57
6365,2n Cycle,Married,30390,0,0,10,12,12,25,1
6374,PhD,Married,36930,0,1,223,2,31,0,2
6376,Graduation,Single,57537,1,0,191,56,139,51,8
6379,Master,Widow,47570,1,1,67,1,20,0,2
6382,Graduation,Together,48794,1,1,25,0,11,3,0
6383,PhD,Together,32892,1,0,26,0,15,2,1
6384,Graduation,Divorced,71022,0,1,909,12,278,0,12
6387,PhD,Together,52190,1,1,42,0,17,0,0
6398,Basic,Married,18393,1,0,7,10,13,16,0
6404,Graduation,Together,58917,1,2,151,7,89,0,7
6406,Master,Married,78285,0,0,647,107,391,175,67
6409,Graduation,Divorced,57136,0,0,267,140,599,34,12
6417,Master,Together,80573,0,0,829,138,430,60,92
6421,Graduation,Together,88347,0,0,1050,178,555,77,138
6422,Graduation,Married,86718,0,0,344,189,482,50,33
6424,Graduation,Together,33178,1,0,12,6,2,11,2
6428,PhD,Widow,76842,0,0,605,10,345,84,54
6431,PhD,Married,45759,1,1,42,1,18,3,0
6437,2n Cycle,Single,41473,1,0,21,8,20,15,3
6439,Graduation,Married,61074,0,1,789,0,133,0,28
6445,Graduation,Together,66825,0,0,243,101,405,29,40
6457,Graduation,Divorced,64892,0,1,527,24,230,32,24
6460,Graduation,Married,28718,1,0,12,4,6,11,8
6461,Master,Single,62772,0,1,581,49,157,43,8
6466,PhD,Married,57236,1,1,105,0,9,2,1
6471,Master,Single,36230,1,0,14,2,30,8,2
6488,PhD,Married,38829,0,1,76,0,7,0,0
6497,Graduation,Married,51651,0,1,293,6,23,13,6
6504,2n Cycle,Together,19789,1,0,2,5,9,28,6
6507,Graduation,Single,30828,1,0,16,11,15,2,0
6515,Graduation,Together,39771,1,0,6,2,18,2,8
6516,Basic,Married,17487,1,0,0,0,1,7,4
6518,PhD,Widow,67680,0,1,546,0,48,0,6
6521,Graduation,Together,77972,0,0,613,22,319,33,102
6528,Master,Together,18492,1,0,2,2,2,2,1
6534,Graduation,Together,47889,1,0,29,0,29,0,5
6543,Master,Together,62847,0,0,521,168,706,80,76
6544,PhD,Together,67911,0,1,529,0,356,63,28
6565,Master,Married,76995,0,1,1012,80,498,0,16
6566,PhD,Married,72550,1,1,826,50,317,50,38
6568,Graduation,Married,38680,1,0,11,0,36,15,5
6575,Graduation,Together,56386,1,1,230,48,214,13,32
6583,2n Cycle,Married,72635,0,0,390,22,323,104,35
6605,PhD,Divorced,55614,0,0,504,13,131,8,0
6606,Master,Married,70091,1,0,964,34,137,15,0
6609,Graduation,Widow,27038,0,0,1,26,25,17,23
6613,Master,Married,44511,1,0,513,7,133,46,14
6616,Graduation,Together,59481,0,1,178,3,85,71,66
6619,Graduation,Married,38415,1,1,22,1,13,4,0
6634,Master,Divorced,33462,1,0,22,3,18,0,0
6637,Graduation,Single,66951,0,0,277,162,305,173,76
6642,Graduation,Divorced,27215,2,1,30,5,22,8,9
6646,Graduation,Together,16529,1,0,3,0,5,13,0
6652,Graduation,Married,77343,0,0,227,151,573,98,54
6653,PhD,Married,55158,1,1,293,0,87,4,11
6658,Graduation,Together,59868,0,1,771,51,154,54,10
6661,Graduation,Married,67445,0,1,757,80,217,29,80
6663,PhD,Single,51141,0,0,144,0,7,0,0
6673,Graduation,Single,23478,0,0,28,6,27,12,17
6678,Graduation,Together,31928,1,0,33,4,24,4,2
6679,Graduation,Single,33279,0,0,10,3,3,0,0
6682,Basic,Married,18978,1,0,2,8,1,4,7
6690,Master,Married,38179,1,1,38,4,22,4,2
6694,Graduation,Married,75236,0,1,438,66,400,12,38
6710,Master,Single,58217,2,1,68,1,13,3,5
6715,PhD,Single,60200,0,1,502,19,132,0,6
6720,Master,Together,43795,0,1,314,11,53,4,3
6721,Graduation,Married,71965,0,1,572,19,286,50,38
6722,PhD,Married,70421,0,1,479,28,136,75,14
6728,Graduation,Together,29103,1,0,16,0,17,6,3
6729,Graduation,Single,68655,0,0,456,19,832,75,118
6730,Graduation,Married,38998,1,1,34,1,14,0,0
6742,Graduation,Married,17688,1,0,2,2,1,3,1
6749,Graduation,Single,86358,1,1,957,47,494,82,47
6768,Graduation,Divorced,37859,1,2,22,1,8,2,1
6770,Graduation,Married,21355,1,0,5,13,14,0,5
6798,Graduation,Single,37070,1,1,231,7,137,4,15
6810,Graduation,Divorced,82025,0,0,267,98,606,48,70
6815,2n Cycle,Married,96547,0,0,448,21,125,52,101
6818,Graduation,Married,44989,0,1,98,0,106,49,10
6825,Graduation,Together,41452,1,1,13,0,3,0,0
6853,Master,Single,75777,0,0,712,26,538,69,13
6856,Graduation,Together,21645,1,0,14,0,23,4,5
6859,Graduation,Single,29236,1,0,37,4,24,16,9
6862,Graduation,Divorced,1730,0,0,1,1,3,1,1
6864,Master,Divorced,10979,0,0,8,4,10,2,2
6866,Master,Together,35924,1,1,8,0,14,2,3
6870,PhD,Divorced,68805,0,1,182,2,49,17,13
6872,PhD,Married,65352,0,1,284,3,84,4,7
6875,PhD,Together,32727,0,0,167,13,180,86,13
6878,Graduation,Widow,27421,0,0,43,12,96,78,40
6885,Graduation,Divorced,32952,1,0,38,0,12,3,1
6887,Graduation,Single,79146,1,1,245,16,223,21,43
6892,Graduation,Divorced,61671,0,1,641,7,56,0,0
6905,Graduation,Together,80685,0,0,241,45,604,34,26
6906,Master,Widow,84953,0,0,167,48,602,63,72
6912,PhD,Married,63246,0,2,593,30,91,29,22
6918,Graduation,Married,28691,1,0,5,4,13,8,0
6919,2n Cycle,Married,26224,1,0,4,7,15,13,9
6927,PhD,Married,44377,1,1,224,0,30,0,0
6931,Graduation,Divorced,76982,0,0,464,151,292,65,60
6932,PhD,Married,93027,0,0,1285,42,716,55,0
6935,2n Cycle,Married,78497,0,0,207,26,447,75,0
6940,PhD,Single,46734,1,2,100,1,39,6,1
6941,Graduation,Single,31632,0,0,17,8,12,11,15
6945,Graduation,Single,84574,0,0,387,20,713,38,54
6950,Master,Married,49572,1,1,35,1,16,0,1
6958,Master,Married,27889,1,0,14,0,4,0,0
6961,Graduation,Married,26751,2,0,1,1,5,0,3
6963,Graduation,Single,77457,0,0,675,11,400,15,45
6969,Graduation,Together,50272,1,0,99,13,66,43,8
6974,PhD,Together,83443,0,0,518,42,742,55,56
6977,Graduation,Together,75702,0,1,1073,0,629,145,37
6982,Graduation,Married,74068,0,0,783,30,537,140,76
6983,Master,Divorced,38054,1,1,23,2,17,2,1
6988,Graduation,Married,71952,1,0,656,80,455,52,107
6991,Graduation,Divorced,43185,0,1,537,6,42,16,6
6999,Master,Married,69661,0,0,656,16,106,32,16
7000,2n Cycle,Single,65704,0,0,279,172,74,38,8
7002,Graduation,Single,62535,0,1,163,48,90,0,45
7004,Graduation,Single,11012,1,0,24,3,26,7,1
7005,Graduation,Single,58684,0,0,479,35,179,28,7
7007,Master,Married,29543,2,0,17,3,18,3,4
7010,2n Cycle,Married,70924,0,0,635,114,254,132,152
7011,Graduation,Married,33471,1,0,43,2,27,0,9
7019,Graduation,Together,54414,1,1,109,18,16,24,26
7022,Graduation,Married,76445,1,0,739,107,309,140,80
7023,PhD,Single,46231,2,1,189,2,55,0,5
7030,PhD,Married,66465,0,1,1200,0,204,38,29
7034,2n Cycle,Married,25804,1,0,8,7,9,13,6
7037,PhD,Married,37087,1,0,194,55,134,15,0
7042,Graduation,Married,36790,0,0,3,3,14,15,21
7053,PhD,Single,78420,0,0,604,28,674,91,28
7055,PhD,Together,61010,0,1,888,0,57,0,0
7059,Graduation,Married,80124,0,0,483,84,398,205,84
7072,Graduation,Married,67432,0,1,432,79,341,177,136
7079,Graduation,Divorced,63887,0,1,897,23,207,15,11
7093,Graduation,Married,19986,1,0,3,6,5,0,2
7094,Graduation,Widow,58330,0,1,445,53,213,104,98
7101,PhD,Widow,52278,0,1,953,0,71,0,0
7106,PhD,Married,75865,0,0,483,0,591,156,0
7108,Master,Widow,51390,1,1,205,20,47,23,2
7118,Graduation,Married,73803,0,1,833,80,363,52,26
7119,Graduation,Single,68627,0,0,395,15,263,60,54
7124,Graduation,Divorced,36997,1,1,43,4,12,8,0
7128,PhD,Single,42997,1,1,4,0,5,0,1
7129,PhD,Married,54693,0,1,686,17,142,23,26
7141,Master,Single,21888,1,0,88,10,46,2,3
7143,2n Cycle,Together,74805,0,1,209,162,209,41,162
7152,Master,Married,27100,1,0,12,0,13,2,0
7165,Graduation,Together,64474,0,1,381,35,172,56,86
7181,Graduation,Married,30368,0,1,35,0,13,2,0
7186,PhD,Together,30843,1,1,24,0,2,0,0
7192,Graduation,Together,65748,0,1,172,73,93,95,78
7196,PhD,Married,41145,1,1,9,0,3,0,0
7212,Graduation,Married,44794,0,1,54,0,7,0,0
7214,Graduation,Married,62187,0,0,792,0,275,45,45
7215,Graduation,Single,101970,0,0,722,27,102,44,72
7224,Graduation,Married,31353,1,1,10,0,10,3,1
7230,PhD,Divorced,50611,0,1,459,0,24,6,0
7232,Graduation,Widow,42429,0,1,55,0,6,2,0
7233,Graduation,Married,69209,0,0,496,32,849,229,48
7235,2n Cycle,Married,17003,1,0,2,5,12,4,8
7247,Graduation,Widow,47916,0,1,505,0,26,0,0
7250,Graduation,Together,57867,1,0,344,35,178,15,23
7254,Graduation,Together,38361,1,0,39,0,56,20,8
7261,Graduation,Together,34600,1,1,199,33,60,8,3
7264,2n Cycle,Single,52195,2,1,12,0,4,0,0
7270,Graduation,Divorced,56981,0,0,908,48,217,32,12
7274,Graduation,Married,78618,0,0,736,163,818,212,163
7275,Master,Single,33316,1,1,79,1,31,4,4
7279,PhD,Together,69476,0,0,260,86,559,63,9
7284,Graduation,Married,48686,1,2,10,0,7,2,0
7286,Graduation,Together,41728,1,0,13,6,15,3,5
7290,Graduation,Single,70596,0,0,347,44,534,17,0
7297,Graduation,Single,7500,1,0,5,3,10,12,7
7300,Graduation,Divorced,69142,0,1,448,4,34,6,4
7301,2n Cycle,Single,23616,1,0,4,22,11,3,7
7313,2n Cycle,Widow,74859,0,0,570,73,614,133,102
7321,Graduation,Together,76081,0,0,292,30,415,63,33
7325,PhD,Together,38197,1,0,23,0,11,2,1
7326,Master,Married,56850,0,1,34,1,19,2,7
7327,PhD,Married,36732,1,1,21,5,3,10,1
7342,2n Cycle,Widow,59184,0,1,341,142,113,259,151
7348,PhD,Single,71691,0,0,336,130,411,240,32
7349,Basic,Together,9722,1,0,6,17,16,6,16
7352,Graduation,Married,55267,0,1,161,28,136,32,3
7366,Master,Single,75777,0,0,712,26,538,69,13
7369,Master,Married,36959,1,0,25,6,25,6,0
7373,PhD,Divorced,46610,0,2,96,12,96,33,22
7375,Graduation,Together,51369,0,1,297,7,79,0,11
7378,Master,Together,42021,1,0,393,5,136,7,5
7381,Graduation,Divorced,75693,0,0,797,153,293,72,97
7384,Master,Together,39767,0,0,113,61,204,34,26
7386,Graduation,Divorced,30992,1,0,17,0,14,7,3
7393,Graduation,Together,41580,1,1,56,5,24,4,0
7396,Graduation,Married,80398,0,0,342,51,936,207,35
7397,Graduation,Single,49090,0,1,494,5,82,7,0
7408,PhD,Married,54549,0,1,216,2,6,0,0
7409,Graduation,Together,53187,1,0,211,2,30,7,7
7411,PhD,Married,31686,1,1,11,0,5,0,0
7414,Graduation,Married,43824,1,1,96,1,42,12,3
7419,Master,Divorced,27071,1,0,8,3,19,0,2
7422,Graduation,Single,46923,1,0,85,44,54,102,78
7426,2n Cycle,Married,54690,1,1,111,16,37,7,9
7428,Graduation,Together,80144,0,0,240,132,445,250,192
7431,PhD,Single,68126,0,0,1332,17,311,23,51
7433,Graduation,Single,29760,1,0,64,4,68,7,5
7437,Graduation,Single,27938,1,0,13,0,8,2,1
7441,Graduation,Divorced,71128,1,0,958,159,447,20,0
7444,Master,Married,42169,1,1,19,0,9,0,0
